status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
good,10,owner,60,55,married,no_rec,freelance,60,273,10000,0,1000,1180,85,13,328
good,5,owner,48,40,married,no_rec,freelance,75,145,6000,0,825,1617,51,4,329
good,31,owner,60,59,married,no_rec,fixed,60,67,6500,0,1080,1114,97,0,330
bad,4,owner,60,47,married,no_rec,freelance,75,232,13500,0,1900,1976,96,5,331
bad,10,owner,60,38,married,yes_rec,fixed,90,80,3000,1749,1030,1095,94,-2,332
good,0,parents,60,25,single,no_rec,freelance,35,130,0,0,800,1380,58,7,333
good,8,other,60,28,married,no_rec,fixed,45,200,0,0,700,1529,46,13,334
good,2,owner,36,49,married,yes_rec,freelance,75,154,14000,0,850,1263,67,3,335
good,3,priv,48,38,married,no_rec,freelance,90,187,2500,750,1550,1600,97,3,336
bad,35,owner,48,52,married,no_rec,fixed,60,135,5000,0,1200,1400,86,3,337
good,3,owner,48,37,widow,no_rec,fixed,45,160,6000,3000,1000,1520,66,4,338
good,25,owner,60,42,married,no_rec,fixed,60,133,9500,0,1500,1617,93,3,339
good,8,rent,60,54,married,no_rec,freelance,173,230,5000,0,1100,1500,73,3,340
good,2,owner,60,30,married,no_rec,fixed,60,154,3000,0,1000,1705,59,6,341
good,2,owner,30,26,married,no_rec,fixed,60,50,3500,250,600,1292,46,-1,342
good,17,owner,48,49,married,no_rec,freelance,60,189,7000,0,1100,1294,85,6,343
good,3,owner,60,36,married,no_rec,fixed,60,202,4600,1260,1400,1936,72,6,344
bad,4,parents,48,40,married,no_rec,freelance,90,20,0,0,1850,2143,86,-2,345
bad,0,owner,12,61,married,no_rec,others,60,40,4000,0,170,1394,12,-1,346
bad,2,rent,24,59,married,no_rec,fixed,110,50,0,0,200,425,47,-7,347
good,2,owner,48,49,married,no_rec,fixed,45,125,4000,0,500,1600,31,8,348
good,30,rent,60,52,married,no_rec,freelance,70,100,14500,0,1250,1563,80,1,349
good,11,owner,60,35,married,no_rec,fixed,60,115,4000,75,1250,1284,97,3,350
bad,5,ignore,60,25,married,no_rec,fixed,75,160,1000,0,890,990,90,6,351
good,14,owner,60,30,married,no_rec,fixed,60,70,4000,2800,600,1125,53,-2,352
good,8,owner,48,28,married,no_rec,fixed,35,220,4000,0,1000,1267,79,9,353
bad,1,other,60,42,married,yes_rec,freelance,45,99,0,0,1600,1780,90,2,354
good,1,owner,6,29,single,no_rec,freelance,35,107,2000,0,300,1298,23,1,355
bad,6,owner,60,32,married,no_rec,fixed,75,160,2200,600,1550,1600,97,3,356
good,9,owner,60,45,married,no_rec,fixed,75,150,3000,0,1100,1340,82,4,357
good,0,owner,60,52,married,no_rec,partime,45,232,10000,0,750,1244,60,15,358
bad,3,owner,60,26,married,no_rec,partime,45,120,6100,1500,1000,1403,71,4,359
good,3,owner,60,33,married,yes_rec,freelance,75,225,2000,0,1400,1980,71,6,360
good,1,parents,60,21,single,no_rec,freelance,35,100,0,0,900,1290,70,4,361
bad,0,owner,36,34,married,no_rec,partime,75,80,4500,300,600,1339,45,0,362
good,6,owner,60,27,single,no_rec,fixed,35,208,6000,3300,1500,1559,96,6,363
bad,21,owner,60,44,married,no_rec,fixed,90,105,1150,720,200,1078,19,2,364
good,17,owner,60,51,married,no_rec,fixed,60,98,4000,0,860,1113,77,3,365
good,7,rent,18,33,married,no_rec,fixed,113,532,0,0,1000,2290,44,8,366
good,10,owner,60,35,married,no_rec,fixed,60,140,4000,0,1000,1578,63,5,367
good,2,owner,48,38,married,no_rec,fixed,75,90,7000,2000,500,1039,48,-0,368
good,0,rent,60,28,married,no_rec,fixed,76,155,0,0,800,1218,66,6,369
good,2,owner,60,26,married,no_rec,fixed,45,120,3500,0,300,1329,23,15,370
good,10,owner,36,34,married,no_rec,fixed,90,159,3000,250,300,500,60,8,371
good,6,owner,60,27,married,no_rec,fixed,45,122,2000,1000,1300,1384,94,3,372
bad,7,owner,60,32,married,no_rec,partime,75,156,3500,0,1300,1553,84,4,373
good,18,owner,48,43,single,no_rec,fixed,35,90,2500,0,1000,1626,62,3,374
good,3,owner,18,30,single,no_rec,partime,35,130,5000,0,1100,1674,66,2,375
good,6,owner,18,42,married,no_rec,freelance,90,45,4000,34,200,1500,13,-4,376
good,0,rent,36,26,married,no_rec,partime,72,118,1000,0,600,1421,42,3,377
bad,0,owner,24,20,single,no_rec,others,60,152,2000,0,400,480,83,6,378
good,8,rent,48,24,single,no_rec,fixed,49,135,0,0,1000,1274,78,4,379
good,4,rent,48,27,married,no_rec,fixed,58,125,0,0,1200,1580,76,3,380
good,1,rent,36,35,married,no_rec,freelance,66,208,4000,0,1000,1300,77,5,381
bad,1,parents,48,18,single,no_rec,partime,35,81,0,0,1150,1314,88,2,382
good,3,owner,24,35,married,no_rec,fixed,75,160,1800,0,200,957,21,10,383
good,10,rent,60,33,married,no_rec,freelance,75,300,2700,0,1000,1500,67,14,384
good,8,priv,36,39,married,no_rec,fixed,60,135,4000,1500,1300,1504,86,2,385
good,20,parents,60,36,married,no_rec,fixed,60,121,0,0,850,935,91,4,386
good,3,parents,48,29,single,no_rec,fixed,35,145,0,0,1000,1028,97,5,387
bad,1,parents,48,23,single,no_rec,fixed,35,165,0,0,1300,1440,90,5,388
good,19,owner,12,34,married,no_rec,freelance,75,428,32000,0,500,1030,49,8,389
good,2,rent,48,57,married,no_rec,others,68,233,0,0,1200,1366,88,7,390
bad,11,owner,60,38,married,yes_rec,fixed,90,245,4000,0,1700,1768,96,5,391
bad,1,owner,36,52,married,yes_rec,freelance,60,232,100000,20000,1500,2340,64,-1,392
bad,1,owner,48,42,married,yes_rec,freelance,75,200,9000,4500,1400,1700,82,3,393
good,15,owner,60,44,married,no_rec,freelance,60,42,10000,0,910,1450,63,-1,394
good,10,owner,48,37,divorced,no_rec,fixed,35,87,3500,450,500,1155,43,5,395
bad,1,priv,48,34,married,yes_rec,freelance,45,200,3000,1500,1000,1191,84,7,396
good,25,owner,12,43,married,no_rec,freelance,75,250,100000,0,600,841,71,4,397
bad,4,rent,60,42,divorced,yes_rec,fixed,70,350,0,0,2200,2441,90,8,398
bad,0,other,48,24,married,no_rec,fixed,60,105,0,0,1200,1516,79,2,399
good,1,owner,60,36,single,no_rec,freelance,60,100,4500,1500,400,1591,25,4,400
bad,2,parents,60,52,married,yes_rec,freelance,75,160,5000,0,1350,1999,68,4,401
good,16,parents,60,34,single,no_rec,freelance,35,132,12000,0,1200,1336,90,5,402
bad,0,rent,36,34,separated,no_rec,fixed,49,140,0,0,1150,1600,72,3,403
good,16,parents,60,31,married,no_rec,fixed,45,160,0,0,1400,1850,76,5,404
good,8,owner,60,36,married,no_rec,freelance,75,148,2600,0,1400,1775,79,3,405
good,20,parents,36,50,married,no_rec,freelance,45,113,20000,0,700,1224,57,3,406
good,5,parents,60,33,married,no_rec,fixed,45,97,0,0,1500,1663,90,2,407
good,20,owner,60,54,married,no_rec,fixed,60,107,1500,0,1250,1500,83,2,408
bad,5,rent,60,40,married,yes_rec,fixed,66,206,0,0,1900,2225,85,4,409
good,1,owner,60,29,married,no_rec,fixed,45,275,6000,1810,1600,1930,83,8,410
good,3,owner,60,31,married,no_rec,fixed,45,176,4500,2500,1400,1607,87,5,411
good,2,rent,36,32,married,no_rec,fixed,63,175,0,0,1000,1230,81,4,412
good,3,owner,24,51,married,no_rec,fixed,45,223,20000,0,1400,1581,89,3,413
good,7,rent,60,31,married,no_rec,fixed,67,70,0,0,790,1072,74,0,414
bad,9,rent,36,46,married,no_rec,fixed,84,87,0,0,1200,1471,82,0,415
bad,1,owner,60,35,married,no_rec,freelance,90,42,5000,100,500,1300,38,-6,416
good,14,parents,60,33,single,no_rec,fixed,35,60,0,0,1150,1192,96,1,417
good,6,other,48,25,single,no_rec,fixed,35,300,0,0,2400,2700,89,5,418
good,0,other,36,31,married,no_rec,fixed,75,144,0,0,450,500,90,6,419
bad,15,rent,36,43,married,no_rec,freelance,75,217,15000,2000,1100,1720,64,4,420
good,2,parents,48,30,married,no_rec,fixed,60,180,0,0,1350,1770,76,4,421
bad,1,rent,48,40,married,no_rec,others,82,69,0,0,1100,1197,92,-1,422
good,12,rent,60,37,married,yes_rec,fixed,86,110,0,0,700,950,74,2,423
bad,1,parents,36,22,single,yes_rec,partime,35,50,0,0,425,450,94,1,424
bad,0,parents,60,24,single,yes_rec,partime,35,86,0,0,1400,1707,82,2,425
good,11,owner,36,27,married,no_rec,fixed,60,172,7000,0,900,1201,75,4,426
bad,9,rent,60,32,married,yes_rec,freelance,71,109,0,0,1135,1355,84,2,427
good,13,owner,60,43,married,no_rec,fixed,60,95,3000,0,890,1196,74,2,428
good,29,rent,60,57,married,no_rec,fixed,80,203,0,0,1100,1297,85,7,429
bad,33,owner,48,59,married,yes_rec,fixed,45,114,10000,0,1200,1420,85,3,430
good,3,rent,48,60,widow,no_rec,freelance,54,186,0,0,850,1036,82,7,431
good,0,rent,60,25,single,no_rec,fixed,51,155,0,0,800,1201,67,8,432
good,5,parents,60,28,married,no_rec,fixed,60,195,1800,0,1000,1527,65,8,433
bad,3,owner,60,40,married,no_rec,freelance,75,246,2500,0,1300,1500,87,8,434
good,21,rent,48,36,married,no_rec,fixed,86,113,0,0,950,1057,90,1,435
good,6,owner,48,27,married,no_rec,freelance,60,290,4300,900,1500,2127,71,7,436
bad,1,other,48,33,married,yes_rec,freelance,75,103,0,0,1000,2218,45,1,437
good,25,owner,60,44,married,no_rec,fixed,45,125,2500,0,1200,1570,76,4,438
good,5,rent,24,34,married,no_rec,freelance,95,199,0,0,250,650,38,10,439
good,1,owner,60,28,married,no_rec,fixed,45,133,5000,9000,700,1175,60,-0,440
good,1,owner,60,39,married,no_rec,fixed,60,210,2000,0,700,825,85,13,441
bad,2,other,48,47,single,yes_rec,freelance,35,124,0,0,2150,2152,100,2,442
good,11,owner,60,28,married,no_rec,fixed,45,78,4000,0,850,978,87,2,443
good,1,rent,36,37,divorced,no_rec,partime,55,200,15000,0,1100,1650,67,5,444
good,0,parents,60,20,married,no_rec,freelance,45,100,0,0,1850,2150,86,2,445
bad,2,rent,48,36,married,no_rec,fixed,85,95,0,0,1340,1771,76,0,446
good,5,rent,48,28,married,no_rec,fixed,63,183,0,0,1100,1615,68,5,447
good,2,parents,24,20,single,no_rec,fixed,35,43,0,0,450,994,45,0,448
good,7,priv,60,32,married,no_rec,fixed,75,120,3000,3000,870,1147,76,1,449
bad,3,parents,60,19,single,no_rec,freelance,45,198,2500,0,1100,1194,92,8,450
bad,2,rent,36,21,single,no_rec,fixed,45,100,0,0,700,825,85,3,451
good,3,rent,36,23,single,no_rec,fixed,50,150,0,0,1000,1128,89,4,452
good,10,owner,36,47,married,no_rec,fixed,60,133,3000,0,360,360,100,7,453
good,10,owner,48,37,widow,no_rec,others,45,110,3000,0,500,1190,42,6,454
good,10,owner,60,51,married,no_rec,fixed,60,202,2000,0,1400,1580,89,6,455
good,1,priv,24,31,married,no_rec,fixed,60,140,2000,500,1100,1600,69,2,456
good,4,owner,60,49,married,no_rec,fixed,45,123,5000,0,1450,1735,84,3,457
good,2,owner,60,27,married,no_rec,fixed,45,275,8000,4500,1500,2178,69,7,458
bad,3,priv,60,34,married,yes_rec,fixed,75,200,2500,0,1350,1589,85,6,459
good,6,owner,60,28,single,no_rec,freelance,35,180,7000,800,1500,1828,82,5,460
bad,0,owner,48,29,separated,no_rec,fixed,35,55,4000,0,757,1566,48,1,461
good,1,owner,60,51,married,no_rec,others,45,105,3000,0,1200,1250,96,3,462
good,15,owner,60,34,married,no_rec,fixed,75,146,5000,0,1400,1626,86,3,463
good,10,owner,60,42,married,yes_rec,fixed,75,100,6000,1500,1350,1414,95,0,464
bad,2,rent,60,46,separated,no_rec,fixed,49,136,0,0,1500,1687,89,3,465
good,8,owner,60,40,married,no_rec,fixed,60,90,4500,0,1100,1638,67,2,466
good,4,owner,60,32,married,no_rec,freelance,60,144,6000,0,1100,1296,85,5,467
good,7,owner,60,26,married,no_rec,fixed,60,116,3000,0,1400,1460,96,2,468
good,17,owner,36,31,married,no_rec,fixed,75,128,7000,4800,700,1400,50,0,469
good,10,owner,54,47,married,no_rec,fixed,60,105,3000,0,850,911,93,3,470
good,6,owner,30,45,married,no_rec,fixed,90,125,3000,0,1050,1559,67,1,471
good,0,other,60,26,married,no_rec,partime,45,68,0,0,1200,1315,91,1,472
good,1,owner,36,41,married,no_rec,fixed,75,400,5500,0,1800,2600,69,6,473
good,6,owner,48,31,married,no_rec,fixed,60,251,3000,400,1000,1208,83,9,474
good,2,rent,60,23,single,no_rec,fixed,58,225,0,0,800,975,82,13,475
good,2,parents,60,34,single,no_rec,fixed,35,140,0,0,1200,1274,94,5,476
good,15,owner,48,34,separated,no_rec,freelance,45,34,5000,0,900,1197,75,-1,477
good,7,rent,60,38,married,no_rec,freelance,107,320,1500,0,1050,1092,96,12,478
good,0,owner,36,55,married,yes_rec,freelance,45,124,16000,0,900,1100,82,3,479
good,1,rent,60,54,married,no_rec,others,54,87,8000,0,1000,1202,83,2,480
bad,2,parents,54,24,single,yes_rec,freelance,35,161,0,0,1800,2646,68,4,481
bad,15,owner,60,37,married,no_rec,others,90,90,5000,1800,1500,1816,83,-1,482
bad,0,rent,60,43,married,no_rec,freelance,75,92,0,0,1400,1700,82,1,483
good,2,parents,48,26,married,no_rec,fixed,60,110,10000,0,1300,1700,76,2,484
good,20,owner,54,59,married,no_rec,freelance,60,87,3500,0,500,984,51,3,485
good,30,rent,60,54,married,no_rec,fixed,54,93,0,0,1000,1387,72,2,486
good,12,owner,48,27,married,yes_rec,fixed,45,110,5000,1300,450,1636,28,6,487
good,2,rent,60,28,single,no_rec,fixed,43,81,0,0,1000,1135,88,2,488
bad,3,owner,60,53,married,no_rec,fixed,45,98,3500,0,1350,1453,93,2,489
good,7,owner,60,48,married,no_rec,freelance,60,155,4500,0,1400,1500,93,4,490
good,4,owner,48,30,married,no_rec,fixed,60,167,3500,1000,800,1350,59,6,491
good,14,priv,60,28,married,no_rec,fixed,60,190,18000,0,1850,2247,82,4,492
good,10,owner,60,34,married,no_rec,fixed,75,110,2500,300,1150,1367,84,2,493
bad,3,owner,60,33,separated,no_rec,freelance,35,76,6000,0,950,950,100,3,494
bad,12,rent,60,55,married,yes_rec,fixed,62,170,0,0,1800,2154,84,4,495
bad,20,owner,36,40,single,yes_rec,freelance,35,214,8500,400,750,1100,68,8,496
good,5,parents,60,28,single,no_rec,fixed,35,70,0,0,900,1492,60,2,497
bad,2,owner,60,31,single,no_rec,fixed,35,55,7500,0,800,1351,59,2,498
bad,30,parents,60,56,married,no_rec,fixed,45,80,10000,0,1500,2040,74,1,499
good,3,owner,60,38,married,yes_rec,partime,75,81,4000,0,1000,1037,96,0,500
bad,0,other,48,25,single,no_rec,fixed,35,139,0,0,1200,1202,100,4,501
good,0,rent,48,35,married,no_rec,fixed,66,206,0,0,1500,1683,89,4,502
bad,5,other,24,41,separated,no_rec,freelance,35,74,0,0,500,1000,50,2,503
good,3,parents,48,31,single,no_rec,fixed,35,120,0,0,1000,1100,91,4,504
good,30,other,48,52,married,no_rec,freelance,90,300,12000,0,1700,1734,98,6,505
good,13,priv,60,33,married,no_rec,fixed,75,224,7000,0,1600,1604,100,6,506
good,0,rent,60,30,married,no_rec,fixed,68,80,0,0,1000,1330,75,1,507
bad,3,owner,60,37,married,no_rec,partime,90,166,3000,0,800,877,91,6,508
good,0,owner,36,54,married,no_rec,partime,60,110,11500,0,1100,1759,63,2,509
bad,7,parents,48,32,married,yes_rec,fixed,45,161,0,0,970,1564,62,6,510
good,4,owner,60,23,married,no_rec,fixed,45,80,4000,0,1100,1306,84,2,511
good,10,owner,24,39,married,no_rec,fixed,75,150,3000,0,500,1108,45,4,512
bad,1,rent,36,28,single,no_rec,freelance,52,170,0,0,350,1500,23,12,513
good,2,parents,60,43,married,no_rec,fixed,45,100,0,0,1500,1645,91,2,514
good,30,rent,60,50,married,no_rec,freelance,68,225,10000,0,1300,1500,87,7,515
good,3,rent,60,41,married,yes_rec,fixed,77,166,0,0,2200,2625,84,2,516
good,0,parents,36,27,single,no_rec,fixed,45,200,5000,0,800,1456,55,7,517
good,10,owner,42,25,married,no_rec,fixed,45,110,3000,0,1500,2178,69,2,518
good,4,rent,36,35,single,no_rec,fixed,46,110,0,0,1000,1642,61,2,519
good,1,owner,60,31,married,no_rec,partime,45,160,4000,300,1200,1265,95,6,520
good,13,parents,36,43,single,no_rec,fixed,35,204,0,0,200,325,62,30,521
bad,4,parents,60,28,married,no_rec,partime,45,135,0,0,1350,1471,92,4,522
good,1,parents,48,22,single,no_rec,freelance,45,158,0,0,260,1440,18,21,523
good,8,owner,60,42,married,yes_rec,freelance,75,290,10000,0,1200,2140,56,11,524
good,14,owner,60,41,married,no_rec,fixed,60,100,6000,0,450,1377,33,5,525
good,6,owner,60,29,married,no_rec,fixed,60,115,6000,2000,1250,1780,70,2,526
good,1,owner,18,27,married,no_rec,partime,45,149,2000,0,700,818,86,3,527
good,16,owner,60,32,married,yes_rec,fixed,75,143,4000,0,650,1017,64,6,528
good,10,parents,36,27,married,yes_rec,fixed,60,150,0,0,1000,1788,56,3,529
good,11,parents,48,37,single,no_rec,fixed,35,199,10000,0,1100,1212,91,7,530
good,40,rent,36,59,married,no_rec,fixed,59,142,0,0,1000,1800,56,3,531
bad,13,owner,54,52,married,no_rec,fixed,75,80,4000,0,1300,1394,93,0,532
bad,7,rent,36,25,married,no_rec,fixed,69,93,0,0,250,400,62,3,533
good,3,parents,36,24,separated,no_rec,fixed,45,113,0,0,850,940,90,3,534
good,13,parents,48,51,married,no_rec,fixed,45,92,3000,500,1220,1433,85,2,535
good,7,owner,36,39,married,no_rec,freelance,75,205,4000,0,1300,1439,90,4,536
good,7,owner,60,33,single,no_rec,fixed,35,210,6000,0,1700,2414,70,6,537
good,4,owner,24,31,married,no_rec,fixed,60,256,3000,0,600,1571,38,8,538
good,5,rent,36,30,married,no_rec,freelance,101,260,0,0,1000,1500,67,6,539
good,7,owner,60,24,married,no_rec,fixed,45,106,2500,0,1200,1258,95,3,540
good,10,owner,48,31,married,no_rec,fixed,60,160,4500,0,450,1403,32,11,541
good,16,owner,60,39,married,no_rec,fixed,60,148,3500,0,750,1346,56,7,542
good,2,owner,36,42,married,no_rec,fixed,75,220,3500,0,1500,2195,68,3,543
good,6,owner,36,37,married,no_rec,freelance,75,63,4000,50,800,1637,49,-1,544
good,3,owner,36,38,married,no_rec,fixed,75,106,8500,0,2375,2375,100,0,545
bad,16,owner,60,42,married,no_rec,fixed,75,81,3500,0,870,873,100,0,546
bad,1,parents,60,23,single,no_rec,fixed,35,100,0,0,1210,1450,83,3,547
bad,0,other,60,40,married,yes_rec,fixed,75,260,2500,0,1500,1607,93,7,548
good,12,owner,24,36,married,no_rec,fixed,60,243,6000,0,600,1376,44,7,549
good,1,rent,60,27,single,no_rec,fixed,44,88,0,0,1000,1092,92,3,550
good,40,owner,24,60,married,no_rec,freelance,75,186,8000,0,900,1307,69,3,551
good,30,owner,48,45,married,no_rec,fixed,75,105,10000,2400,830,1128,74,0,552
good,5,owner,48,65,married,no_rec,freelance,75,80,30000,2000,700,1698,41,-1,553
good,10,priv,60,40,married,no_rec,fixed,60,154,1500,0,825,1075,77,7,554
bad,13,rent,60,40,separated,no_rec,freelance,64,35,2500,0,1920,1920,100,-1,555
good,3,rent,48,33,married,no_rec,fixed,66,63,2000,0,800,1298,62,-0,556
bad,0,other,36,28,married,yes_rec,others,45,297,8000,0,1360,1362,100,7,557
bad,1,rent,60,33,married,no_rec,fixed,91,161,0,0,1700,1770,96,2,558
good,25,owner,36,51,separated,no_rec,freelance,35,200,5000,0,1700,2022,84,3,559
good,11,priv,48,31,married,no_rec,fixed,45,140,4000,0,700,1225,57,7,560
good,7,owner,12,36,married,no_rec,fixed,90,125,20000,0,375,724,52,1,561
good,4,parents,24,23,single,no_rec,fixed,35,78,3000,0,500,1346,37,2,562
bad,5,other,60,33,single,no_rec,fixed,35,57,0,0,1000,1415,71,1,563
good,31,rent,60,51,married,yes_rec,fixed,135,300,0,0,1000,1380,72,10,564
bad,0,other,60,31,married,no_rec,freelance,60,66,0,0,1400,1500,93,0,565
good,10,owner,36,32,married,no_rec,freelance,75,202,2100,0,900,900,100,5,566
good,16,owner,48,50,married,no_rec,fixed,90,175,21500,1950,1100,1639,67,3,567
good,19,owner,36,52,married,no_rec,freelance,45,150,15000,0,1420,2220,64,3,568
good,0,parents,60,34,single,no_rec,others,45,158,2000,0,1020,1600,64,7,569
bad,3,other,36,25,single,no_rec,fixed,45,92,0,0,900,1270,71,2,570
good,1,owner,48,28,married,no_rec,partime,45,123,4000,1978,1100,1556,71,3,571
bad,1,rent,48,36,married,no_rec,freelance,88,125,0,0,1500,1878,80,1,572
bad,0,owner,60,27,married,no_rec,partime,45,113,3000,1500,1200,1532,78,3,573
good,2,owner,24,26,married,yes_rec,freelance,45,167,4000,0,340,900,38,9,574
bad,4,rent,36,24,married,yes_rec,fixed,75,148,0,0,900,1100,82,3,575
bad,0,priv,60,47,married,no_rec,partime,75,156,2000,200,600,1556,39,8,576
good,13,owner,48,40,married,no_rec,fixed,60,123,4000,0,900,1054,85,3,577
bad,1,owner,60,42,married,no_rec,partime,120,143,5500,2000,1160,1285,90,0,578
bad,17,rent,48,52,married,no_rec,fixed,93,180,0,0,1200,1338,90,3,579
bad,0,other,60,26,single,no_rec,others,35,92,0,0,1200,1571,76,3,580
good,5,rent,36,45,married,no_rec,others,90,150,10000,0,1100,1556,71,2,581
good,17,owner,60,47,married,no_rec,fixed,60,92,4500,0,1100,1194,92,2,582
good,8,owner,60,25,married,no_rec,fixed,45,139,4000,1300,1450,1556,93,3,583
good,0,owner,60,50,married,no_rec,fixed,75,250,15500,0,1000,1989,50,10,584
good,5,owner,6,44,married,no_rec,fixed,75,315,13000,0,500,2624,19,3,585
bad,8,owner,36,48,married,yes_rec,fixed,35,121,3000,0,400,925,43,8,586
good,3,owner,48,19,single,no_rec,fixed,35,180,4000,0,800,1128,71,9,587
good,18,owner,48,48,married,yes_rec,fixed,105,129,3000,0,780,2220,35,1,588
good,22,owner,60,46,married,no_rec,fixed,90,214,8000,0,1120,1395,80,7,589
good,12,owner,60,50,married,no_rec,fixed,45,99,5000,0,1100,1137,97,3,590
good,12,parents,36,30,married,no_rec,freelance,75,110,0,0,800,875,91,2,591
bad,13,priv,60,30,married,yes_rec,fixed,75,85,3500,0,1100,1417,78,1,592
good,3,owner,18,39,married,yes_rec,fixed,90,138,7000,0,500,700,71,2,593
good,1,owner,60,27,married,no_rec,fixed,60,93,4000,0,1000,1207,83,2,594
good,29,owner,60,52,married,no_rec,fixed,75,100,3000,0,1100,1268,87,1,595
good,1,rent,48,42,married,no_rec,freelance,76,160,0,0,1200,1326,90,3,596
bad,3,other,36,22,married,no_rec,fixed,45,215,0,0,1470,1480,99,4,597
good,23,parents,60,43,single,no_rec,fixed,35,90,3500,0,1050,1228,86,3,598
good,20,owner,36,36,married,no_rec,fixed,90,464,5000,0,2000,2168,92,7,599
good,5,priv,60,23,married,no_rec,fixed,35,167,7000,2160,1650,2100,79,4,600
good,3,rent,60,40,married,no_rec,fixed,84,86,0,0,1000,1197,84,0,601
bad,1,priv,24,50,married,no_rec,freelance,60,125,5000,3000,360,510,71,2,602
good,15,owner,36,52,married,no_rec,fixed,105,274,8000,0,300,325,92,20,603
good,10,owner,36,38,married,no_rec,fixed,75,135,5500,1440,690,1000,69,2,604
bad,0,parents,48,35,married,yes_rec,fixed,60,300,0,0,1400,1748,80,8,605
bad,9,owner,60,34,married,yes_rec,freelance,75,300,4000,300,1000,1392,72,13,606
good,9,rent,60,34,married,no_rec,fixed,103,128,0,0,500,820,61,3,607
good,25,owner,18,49,married,no_rec,freelance,90,90,4000,0,300,1275,24,0,608
bad,19,owner,60,37,single,yes_rec,fixed,35,115,10000,6000,1500,1758,85,1,609
good,10,rent,60,33,married,no_rec,fixed,56,107,0,0,600,1250,48,5,610
good,10,owner,60,34,married,no_rec,freelance,75,300,11000,0,1000,1560,64,14,611
good,10,owner,48,42,married,no_rec,freelance,105,230,30000,5000,1200,1570,76,3,612
