title,movie_id,budget,genres,homepage,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline
Along Came Polly,2391,42000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.alongcamepolly.com/,"[{""id"": 966, ""name"": ""beach""}, {""id"": 2676, ""name"": ""honeymoon""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3817, ""name"": ""chance""}, {""id"": 4999, ""name"": ""risk""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 9398, ""name"": ""long island""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 11510, ""name"": ""unfaithfulness""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 33940, ""name"": ""dance class""}, {""id"": 165301, ""name"": ""opposites attract""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 169276, ""name"": ""commitment""}, {""id"": 173497, ""name"": ""dance club""}, {""id"": 175357, ""name"": ""neurotic""}, {""id"": 188645, ""name"": ""bagpipes""}, {""id"": 190084, ""name"": ""chance encounter""}, {""id"": 226219, ""name"": ""insurance risk manager""}]",en,Along Came Polly,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.",33.238296,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Loofah Productions"", ""id"": 53626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-01,171963386,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For the most cautious man on Earth, life is about to get interesting."
The Mirror Has Two Faces,4214,42000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 572, ""name"": ""sex""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208709, ""name"": ""columbia university""}]",en,The Mirror Has Two Faces,"Rose Morgan (Barbara Streisand), who still lives with her mother (Lauren Bacall), is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin (Jeff Bridges), a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",3.844926,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-11,0,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A story about just how wrong two people can be before they can be right.
The Mothman Prophecies,3434,32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",NA,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 4949, ""name"": ""warning""}, {""id"": 6622, ""name"": ""tumor""}, {""id"": 8232, ""name"": ""west virginia""}, {""id"": 9955, ""name"": ""urban legend""}, {""id"": 10170, ""name"": ""premonition""}, {""id"": 10904, ""name"": ""telephone call""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 15198, ""name"": ""car wreck""}, {""id"": 208397, ""name"": ""death of wife""}, {""id"": 230413, ""name"": ""mothman""}, {""id"": 238137, ""name"": ""mysterious events""}, {""id"": 238138, ""name"": ""chemical plant""}]",en,The Mothman Prophecies,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,14.733513,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-01,55157539,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What do you see?
Red Riding Hood,3753,42000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://www.redridinghoodmovie.com/,"[{""id"": 1442, ""name"": ""winter""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 10700, ""name"": ""hood""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 192993, ""name"": ""red riding hood""}]",en,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",45.151657,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Random Films"", ""id"": 7262}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-03,89162162,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who's afraid?
The Sixth Sense,4306,40000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9457, ""name"": ""single""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}, {""id"": 210530, ""name"": ""spiritism""}]",en,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",73.085576,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",06-08,672806292,107,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every gift is a blessing.
Scream 3,2376,40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",NA,"[{""id"": 2546, ""name"": ""mask""}, {""id"": 2573, ""name"": ""metal detector""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13124, ""name"": ""scream""}, {""id"": 14676, ""name"": ""series of murders""}]",en,Scream 3,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",24.992057,"[{""name"": ""Konrad Pictures"", ""id"": 85}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-02,161834276,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Someone has taken their love of trilogies one step too far.
Back to the Future Part III,851,40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.backtothefuture.com/movies/backtothefuture3,"[{""id"": 386, ""name"": ""railroad robber""}, {""id"": 387, ""name"": ""california""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 957, ""name"": ""indian territory""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1544, ""name"": ""locomotive""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10511, ""name"": ""western""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 156234, ""name"": ""cavalry""}]",en,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",45.769562,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-05,244527583,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They've saved the best trip for last... But this time they may have gone too far.
Dracula,3740,40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",NA,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 155301, ""name"": ""rough sex""}, {""id"": 156112, ""name"": ""wake""}, {""id"": 160292, ""name"": ""religious conflict""}, {""id"": 169618, ""name"": ""bestiality""}, {""id"": 169620, ""name"": ""correspondence""}, {""id"": 169621, ""name"": ""vampire sex""}, {""id"": 169626, ""name"": ""autonomous shadow""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",45.022964,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Osiris Films"", ""id"": 2019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-11,215862692,128,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love never dies.
The Talented Mr. Ripley,2009,40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.miramax.com/movie/the-talented-mr-ripley/,"[{""id"": 110, ""name"": ""venice""}, {""id"": 131, ""name"": ""italy""}, {""id"": 237, ""name"": ""gay""}, {""id"": 242, ""name"": ""new york""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 848, ""name"": ""double life""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 1913, ""name"": ""atlantic ocean""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 3843, ""name"": ""inferiority""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4214, ""name"": ""beguilement""}, {""id"": 4951, ""name"": ""rejection""}, {""id"": 4952, ""name"": ""inferiority complex""}, {""id"": 4953, ""name"": ""ocean liner""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10329, ""name"": ""wealth""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 155624, ""name"": ""envy""}]",en,The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",31.385257,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Timnick Films"", ""id"": 679}, {""name"": ""Mirage Enterprises"", ""id"": 932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12,128798265,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,How far would you go to become someone else?
Ray,886,40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",NA,"[{""id"": 577, ""name"": ""black people""}, {""id"": 634, ""name"": ""soul""}, {""id"": 727, ""name"": ""country music""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2495, ""name"": ""georgia""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 2776, ""name"": ""bus ride""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 5707, ""name"": ""childhood trauma""}, {""id"": 5708, ""name"": ""gospel""}, {""id"": 5711, ""name"": ""indianapolis""}, {""id"": 5716, ""name"": ""record label""}, {""id"": 5718, ""name"": ""recording studio""}]",en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",21.743321,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bristol Bay Productions"", ""id"": 2233}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Anvil Films"", ""id"": 8833}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-10,124731534,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The extraordinary life story of Ray Charles.
Shall We Dance?,1860,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.miramax.com/shallwedance/,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1342, ""name"": ""dancing master""}]",en,Shall We Dance?,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",14.231899,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-10,170128460,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Step out of the ordinary
Pay It Forward,313,40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 161868, ""name"": ""child's point of view""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 170365, ""name"": ""good deed""}, {""id"": 170375, ""name"": ""exotic dancer""}, {""id"": 170378, ""name"": ""schoolteacher""}, {""id"": 170380, ""name"": ""extra credit assignment""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 170389, ""name"": ""junior high school""}, {""id"": 170390, ""name"": ""burn injury""}, {""id"": 187056, ""name"": ""woman director""}]",en,Pay It Forward,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",24.313684,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-10,55707411,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When someone does you a big favor, don't pay it back... Pay It Forward"
