"","X1","title","movie_id","rating","genres","popularity","runtime","movie_year","production_companies","production_countries","keywords","cast","director"
"24",24,"The Hunchback of Notre Dame",1507,4.33333333333333,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",46.727941,91,1999,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 90, ""name"": ""paris""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2422, ""name"": ""mockery""}, {""id"": 2544, ""name"": ""ugliness""}, {""id"": 2638, ""name"": ""cathedral""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5090, ""name"": ""fool""}, {""id"": 9995, ""name"": ""bell""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158787, ""name"": ""army captain""}, {""id"": 160213, ""name"": ""festival""}, {""id"": 160274, ""name"": ""angry mob""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 213097, ""name"": ""15th century""}]","BillFagerbakke CharlesKimbrough CoreyBurton DemiMoore JasonAlexander JimCummings MaryKayBergman PaulKandel TomHulce TonyJay","GaryTrousdale KirkWise"
"25",25,"The Emperor's New Groove",2690,4.05,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",51.113717,78,2000,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1291, ""name"": ""central and south america""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 3998, ""name"": ""palace""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 9360, ""name"": ""berater""}, {""id"": 207745, ""name"": ""llama""}]","DavidSpade JohnGoodman","MarkDindal"
"26",26,"End of Days",3936,3.21,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",20.652943,121,1999,"[{""name"": ""Beacon Communications"", ""id"": 919}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 186, ""name"": ""christianity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 1499, ""name"": ""pastor""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2870, ""name"": ""mephisto""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 5545, ""name"": ""satanist""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 8685, ""name"": ""anti-christ""}, {""id"": 8686, ""name"": ""millenium""}, {""id"": 8778, ""name"": ""atheist""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14765, ""name"": ""church""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 172382, ""name"": ""woman in jeopardy""}, {""id"": 181375, ""name"": ""satanic""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 199978, ""name"": ""stigmata""}]","ArnoldSchwarzenegger GabrielByrne RobinTunney","PeterHyams"
"27",27,"Hercules",940,3.95652173913043,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",76.842247,99,1997,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Radical Studios"", ""id"": 19648}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 3070, ""name"": ""mercenary""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 187301, ""name"": ""hercules""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 209482, ""name"": ""sagen""}]","DwayneJohnson IanMcShane JohnHurt JosephFiennes RufusSewell","BrettRatner"
"28",28,"The Spanish Prisoner",2640,3.67857142857143,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3.091077,110,1997,"[{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Magnolia Films"", ""id"": 65514}, {""name"": ""Jasmine Productions Inc."", ""id"": 65515}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 811, ""name"": ""dialogue""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 10183, ""name"": ""independent film""}]","BenGazzara SteveMartin","DavidMamet"
"29",29,"Jurassic Park III",4216,3.264,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1.859364,92,2001,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 1719, ""name"": ""paleontology""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 1766, ""name"": ""velociraptor""}, {""id"": 1770, ""name"": ""spinosaurus""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 178010, ""name"": ""jurassic park""}]","SamNeill T\u00e9aLeoni WilliamH.Macy","JoeJohnston"
"30",30,"The Alamo",535,3.44444444444444,"[{""id"": 37, ""name"": ""Western""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",10.660441,137,1960,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1556, ""name"": ""texas""}, {""id"": 3776, ""name"": ""officer""}, {""id"": 8862, ""name"": ""uprising""}, {""id"": 155466, ""name"": ""alamo""}, {""id"": 163127, ""name"": ""mexican""}]","BillyBobThornton DennisQuaid EmilioEchevarr\u00eda JasonPatric","JohnLeeHancock"
"31",31,"Rush Hour 2",483,3.456,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",35.814765,90,2001,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 179431, ""name"": ""duringcreditsstinger""}]","ChrisTucker JackieChan","BrettRatner"
"32",32,"Hollow Man",1975,2.89583333333333,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",28.200874,112,2000,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 627, ""name"": ""killing""}, {""id"": 4005, ""name"": ""human experimentation""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 198781, ""name"": ""science experiment""}]","KevinBacon","PaulVerhoeven"
"33",33,"The Saint",2875,2,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",20.913852,116,1966,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 220, ""name"": ""berlin""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 5138, ""name"": ""gas""}, {""id"": 6168, ""name"": ""master thief""}, {""id"": 186946, ""name"": ""the saint""}]","ElisabethShue ValKilmer","PhillipNoyce"
"34",34,"The Devil's Own",285,3.19354838709677,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",15.350451,107,1997,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 2142, ""name"": ""anonymity""}, {""id"": 7005, ""name"": ""northern ireland""}]","BradPitt HarrisonFord","AlanJ.Pakula"
"35",35,"Conan the Barbarian",4248,3.05555555555556,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",31.802807,129,1981,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1394, ""name"": ""gladiator""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 4798, ""name"": ""despot""}, {""id"": 14665, ""name"": ""barbarian""}, {""id"": 234213, ""name"": ""sword and sorcery""}]","ArnoldSchwarzenegger JamesEarlJones","JohnMilius"
"36",36,"The Bourne Supremacy",2372,3.90205011389522,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",53.213931,108,2004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""Motion Picture THETA Produktionsgesellschaft"", ""id"": 11346}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 220, ""name"": ""berlin""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 18520, ""name"": ""though guy""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 33779, ""name"": ""rail car""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 188955, ""name"": ""hand to hand combat""}]","BrianCox FrankaPotente JoanAllen JuliaStiles MattDamon","PaulGreengrass"
"37",37,"The Three Musketeers",1704,3.83333333333333,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36.605246,110,2004,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Nouvelles \u00c9ditions de Films (NEF)"", ""id"": 753}, {""name"": ""New Legacy"", ""id"": 939}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""id"": 9791, ""name"": ""number in title""}, {""id"": 12995, ""name"": ""historical fiction""}, {""id"": 14577, ""name"": ""musketeer""}, {""id"": 207941, ""name"": ""17th century""}, {""id"": 209714, ""name"": ""3d""}]","LoganLerman MatthewMacFadyen RayStevenson","PaulW.S.Anderson"
"38",38,"The Rundown",2992,3.57142857142857,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",24.107835,104,2003,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""IM3 Entertainment"", ""id"": 90249}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 414, ""name"": ""hunter""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 5968, ""name"": ""amazon""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 10787, ""name"": ""jungle""}]",NA,"PeterBerg"
"39",39,"Collateral Damage",2200,2.95871559633028,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",18.827753,108,2002,"[{""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hacienda Productions"", ""id"": 43717}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 949, ""name"": ""terrorist""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2148, ""name"": ""colombia""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 41019, ""name"": ""car explosion""}, {""id"": 206544, ""name"": ""bomb attack""}]","ArnoldSchwarzenegger JohnLeguizamo","AndrewDavis"
"40",40,"Creepshow",859,3.10526315789474,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",13.661289,120,1982,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Creepshow Films Inc."", ""id"": 14179}, {""name"": ""Laurel Entertainment Inc."", ""id"": 14180}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 5404, ""name"": ""meteor""}, {""id"": 7172, ""name"": ""buried alive""}, {""id"": 7325, ""name"": ""cockroach""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11321, ""name"": ""animated sequence""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 157351, ""name"": ""living dead""}]","AdrienneBarbeau E.G.Marshall HalHolbrook LeslieNielsen TedDanson","GeorgeA.Romero"
"41",41,"Bruce Almighty",3860,3.42827004219409,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",109.684788,101,2003,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Pit Bull Productions"", ""id"": 160}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 186, ""name"": ""christianity""}, {""id"": 305, ""name"": ""moon""}, {""id"": 457, ""name"": ""responsability""}, {""id"": 488, ""name"": ""moses""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 6157, ""name"": ""prayer""}, {""id"": 9649, ""name"": ""god""}, {""id"": 9844, ""name"": ""car crash""}]","JenniferAniston JimCarrey MorganFreeman","TomShadyac"
"42",42,"Charlotte's Web",257,4.11111111111111,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",14.132583,97,1973,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1701, ""name"": ""hero""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 3986, ""name"": ""spider""}, {""id"": 4931, ""name"": ""pig""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6202, ""name"": ""spring""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 11539, ""name"": ""grass""}, {""id"": 18035, ""name"": ""family""}, {""id"": 33621, ""name"": ""desk""}, {""id"": 33623, ""name"": ""raincoat""}, {""id"": 206052, ""name"": ""talking pig""}]","DakotaFanning JuliaRoberts OprahWinfrey","GaryWinick"
"43",43,"The Longest Yard",2755,3.64583333333333,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",26.065735,113,1974,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Callahan Filmworks"", ""id"": 60378}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 579, ""name"": ""american football""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 5418, ""name"": ""supervisor""}, {""id"": 6075, ""name"": ""sport""}]","AdamSandler BurtReynolds ChrisRock","PeterSegal"
"44",44,"Something's Gotta Give",30,3.71657754010695,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",16.939441,128,2003,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 965, ""name"": ""age difference""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 187056, ""name"": ""woman director""}]","AmandaPeet DianeKeaton FrancesMcDormand JackNicholson KeanuReeves","NancyMeyers"
"45",45,"Road to Perdition",4356,3.571875,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",49.078546,117,2002,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 174984, ""name"": ""homework""}, {""id"": 174985, ""name"": ""shot in the chin""}, {""id"": 174994, ""name"": ""soft boiled egg""}, {""id"": 175001, ""name"": ""learning to drive""}, {""id"": 175005, ""name"": ""spoiled son""}, {""id"": 175007, ""name"": ""scarred face""}, {""id"": 175008, ""name"": ""thompson sub machine gun""}, {""id"": 175011, ""name"": ""frost on a window""}, {""id"": 175016, ""name"": ""cauterizing a wound""}, {""id"": 175017, ""name"": ""liberty half dollar""}]","TomHanks TylerHoechlin","SamMendes"
"46",46,"Fantasia 2000",1599,3.5,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",14.530946,74,2000,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 3537, ""name"": ""orchestra""}, {""id"": 190719, ""name"": ""musical segments""}]","JamesLevine SteveMartin","DonHahn EricGoldberg FrancisGlebas Ga\u00ebtanBrizzi HendelButoy JamesAlgar PaulBrizzi PixoteHunt"
