X1,X2,X3,X4,X5,X6
19951007,19951007,"Wolf Lake, MI",NA,NA,"Woman repts. &quot;4 to 6 UFO&apos;s going in circle, coming together&quot; near her house.  Was alarmed by &quot;sighting.&quot;  (Prob. advertising lights.)"
19950728,19950731,"Clarksville, VA",NA,80 min.,Woman repts. sighting disc-shaped obj. w/ flashing red &amp; green lights.  Stationary.  (Possible twinkling stars?)
19950108,19950108,"Horton, MI",NA,NA,"Young boy and friend witness strange red light in night sky.  Went to get parents to view it, too, but when they returned, the light was gone.  Later, boy saw light again. Facts are sketchy; report not tape recorded."
19950314,19950314,"Wenatchee, WA",NA,5 sec.,Man &amp; wife driving north toward Burch Mtn. see blue-green obj. streak to NW.  Low on horizon.
19950918,19950921,"Wilcox, AZ",NA,1 min.,"Man sees oblong, white/yellow obj. streak by his car, leaving a thin &quot;contrail.&quot; Flew toward Wilcox, turned right, flew toward Mex."
19950516,19950516,"Hillsborough, NJ",NA,NA,"Local police relay sighting rept.:  Citizen repts. sighting of two round, bizarre objects in sky near town."
19951002,19951003,"Garberville, CA",NA,NA,Employee from KMUD radio station calls regarding sighting(s) over northern CA during previous night.
19950203,19950304,"Fontana, CA",NA,20 min,8 adults witness five lights in northern sky for 20 min.  Police report similar calls.  Good report; sincere.
19950928,19950929,"Napa, CA",NA,NA,"Woman repts. seeing obj. hovering in sky to W of Napa. Claims &quot;it blew up into 5 pieces.&quot; Obj. turquoise, w/ tower. (Unconfirmed.)"
19950621,19950621,"Cameron, MO",NA,1 hr.,"Emer. crew w/ police witness bright obj. streak overhead, descend.  Pursue on foot.  3 youth exp. obj. very close. Exclnt rept."
19950204,19950204,"Redondo Beach, CA",NA,NA,"Woman reports witnessing &quot;round, white thing.&quot;  (Facts unclear.)"
19950524,19950524,"Jeannette, PA",NA,1 min.,"Woman witnesses 2 motionless lights near horizon, then saw dark &quot;mass&quot; around them.  Lights went in circle, descend behind trees."
19950216,19950217,"PawPaw, MI",NA,NA,Man &amp; wife awakened by immensely loud roaring sound. See 5 bizarre craft hovering nearby in formation!  Good rept..
19950920,19950920,"Reno, NV",NA,1 hr.,"Man, wife, 3 relatives witness &quot;rounded, saucer-shape&quot; obj. overhead.  Flashing white &amp; colored lights. Moved like &quot;bouncing ball.&quot;"
19950925,19950925,"Polson, MT",NA,NA,Radio DJ reports seeing an object &quot;strobing blue &amp; red&quot; in eastern sky.
19950422,19950801,"Milpitas, CA",NA,NA,"Former U.S.Navy gunner&apos;s mate witnesses &quot;light beige disc&quot; streak overhead.  Est. 60&apos; wide, 10&apos; tall; velocity 1500 mph!  Good rept."
19951103,19951103,"Belmont, CA",NA,2 sec.,"Woman witnesses a &quot;round, fluorescent gree ball of fire&quot; descend out of night sky &amp; disappear behind hills to S.  Long, fiery tail."
19950513,19950514,"Tampa, FL",NA,3 sec.,"Man looks at disc of moon w/ binoculars.  Sees bright, round &quot;dot&quot; move very fast across face of moon.  Convincing rept."
19950603,19950604,"Olympia, WA",NA,1 min.,"MUFON/WA member reports brief TV news report re &quot;Project Dark Star,&quot; a mil. proj. re &quot;disc shaped craft&quot; under development."
19950401,19950402,"Mountlake Terrace (Seattle), WA",NA,NA,"Telephoned report: Mother repts. young son witnessed, frightened by saucer in evening sky while playing w/ friends. Luminous tail."
19950124,19950124,"Midland, TX",NA,20 sec.,"Man and son were returning from walking their dog, and were facing west under a clear sky.  They saw what appeared to be a long tube of light, &quot;filled with thousands of tiny little lights.&quot;  Son saw predominantly orange light.  The father thought it was more white.  The father called the local airport control tower, and the person he talked to said there had been one or more observers to the same phenomenon in the tower.  The tower personnel gave the fater the Center number."
19950125,19950221,"Joyce, WA",NA,WA,"Woman repts. possible sighting, which may have involved local police cordoning off area.  Red lights in sky."
19950923,19950926,"Washington County, OR",NA,NA,"UFO investigator reports that his brother, a UFO skeptic, had reported seeing, with 2nd witness, a UFO within 150&apos; of him."
19951031,19951031,"Tacoma, WA",light,2 min.,Woman reported a big pink light settle into field next to her house.  Fuchsia colored.  Released several objects from it.  See report taken 01NO95.
19951101,19951101,"Bothell, WA",NA,2 sec.,"Exp. UFO investigator, MUFON member, witnesses very bright bluish/white flash of light that lit living room.  Descended rapidly."
19951031,19951101,"West Hartford, CT",NA,20 sec.,"Passenger in car noticed &quot;haze&quot; that appeared to be divided into 3 &quot;sections&quot; w/ bright light in center.  Changed shape, became disc."
19950317,19950318,"Boulder Creek, CA",NA,30 sec.,"Young man &amp; girlfriend hear very strange humming, whining sound pass above their rural cabin.  Alarmed."
19950920,19950920,"Black Shear, GA",NA,4 hrs.,"Multiple, bizarre craft reported by local law enforcement officers.  UFO researchers saw same objects from 30 mi. away."
19951111,19951112,"Kirkland, WA",NA,10 sec.,"Woman on cruise boat sees large obj. w/ 8-10 strange red lights, passes overhead N to S, dips, rises vert. out of sight! No sound."
19950202,19950202,"Shady Grove, OR",NA,15 min,"Man and wife witness very bright, moving light over ridge to southwest.  Flashing green &amp; red lights. Good rept."
19950107,19950107,"McMinnville, TN",NA,30 min.,"TN Emergency Management Agency called to report an &quot;event&quot; at 1730 hrs..  Warren Co. Sheriff had received many credible reports about red and blue &quot;roman candle&quot; like objects shooting down out of the sky to the ground.  Then witnesses observed a large red cluster in sky, then two bright clusters.  The latter appeared to explode, and then fall to earth.  One red object appeared to be the largest; green ones were smaller.  They were reported to appear to be descending to the earth slowly, at which point a huge white flash of light occurred. Subsequent reports by investigators suggest that some kind(s) of officials were in the area shortly after event, requesting that local and state officials say nothing.((NUFORC Note:  To the best of our knowledge, this event was not only dramatic, but quite bizarre, as well.  We were first contacted Saturday night, January 7, 1995, by an Operations Officer in TEMA, who reported to us that the event had occurred, and that their offices had been activated, as a result of the strange event, and subsequent explosion.  The latter was so dramatic that a member of the local aviation community, who had witnessed the event, immediately following the explosion, drove to the airport and took off in an aircraft to search for what he was certain had been an airliner that had exploded in midair.  TEMA contacted the U. S. Air Force, apparently informing them that a possible UFO event had occurred, and inquiring what TEMA should do.  According to the TEMA official we spoke with, TEMA was informed by the USAF to contact the National UFO Reporting Center.  TEMA did contact our Center by telephone, and faxed to our offices a seven-page document, written by a Warren County Deputy Sheriff, in which that officer describeded the explosion, according to eyewitnesses. We express our sincere gratitude to TEMA for their effort in sharing the information with our Center. Peter Davenport, Director))"
19950912,19950912,"Leadville, CO",NA,2 min.,"Several adults, waiting for tourist bus, witness 2 tiny metallic-looking objects in daytime sky.  Objs. suddenly streak off to W &amp; NE."
19950227,19950301,"Mukilteo, WA",NA,1 sec.,"Man sees very bright light descend vertically, very fast. Appears to descend to ground level beyond tree line."
19950131,19950131,"Eaton Rapids, MI",NA,6 min.,"Woman was returning with children from Boy Scout meting and witnessed gigantic &quot;X-shaped&quot; object flying toward them from over neighbor&apos;s house just above tree-top level.  They all witnessed it for 5-6 minutes.  They followed it toward the local school in their cars.  Object had &quot;swivelling&quot; lights on it, but they did not illuminate the ground.  It was going from east to west.  It was hugh and silent."
19950611,19950612,"Modesto, CA",NA,10 sec.,"Young man &amp; girlfriend, returning from hike, witness bright, white light in western sky.  It flashed, then simply &quot;winked out.&quot;"
19950702,19950702,"Winnemucca, NV",NA,2 sec.,"Man, while out feeding horses, sees red light streak E to W across S sky.  Obj. simply &quot;fizzles out&quot; suddenly.  Reptd. on radio."
19950503,19950514,"Amsterdam, NY",NA,4 min.,"Prof. trucker repts. sighting disc while driving on I-90.  Was very bright, white light.  Could see disc &amp; dome.  Good rept."
19950814,19950814,"Snoqualmie Pass, WA",NA,10 sec.,"Computer engineer driving on Rte. I-90 witnesses unusual silver, metallic descending rapidly in distance. (Possible A-6E aircraft?)"
19950715,19950715,"Seattle, WA",NA,2 min.,"Man witnesses a round, metallic-appearing obj. fly south, then turn east.  Disappeared to east."
19950611,19950611,"Puyallup, WA",NA,NA,Man reports bright object &quot;at 7 o&apos;clock position&quot; from moon.  (Possible planet?)
19950723,19950801,"Snake River, ID",NA,15 sec.,12 passengers on tour boat see &quot;manta ray&quot; pass directly overhead.  Delta-shaped wings appeared &quot;to ripple.&quot; Strange black color.
19950109,19950109,"Port Charlotte, FL",NA,1 min.,"Woman was lying on couch after dinner, and dog began to bark and jump on sofa.  Woman looked out window and witnessed a huge object with hundreds of lights on it moving across sky.  Lights on edge of it appeared to be rotating around it.  She called husband and son, who witnessed it for 30 seconds.  Object was 1/2 size of local shopping mall.  Neighbors saw it, as well"
19950607,19950612,"Albany, CA",NA,2 min.,"Man observes bizarre, rectangular obj. &quot;w/ barber poles w/ bulbs on the ends&quot; sticking out of opposite ends."
19950325,19950507,"Burien, WA",NA,NA,"Woman repts. dimly lit, round object flying across night sky very fast.  Not airplane or satellite; very familiar w/ night sky."
19950325,19950327,"Fort Wayne, IN",NA,15 min.,"Woman witnessed large, dark, smokey obj. hanging in sky.  She followed it in car for 15 min.  Winks out."
19950912,19950913,"W. New Brunswick, NJ",NA,6 sec.,Woman sees &quot;yellow orange disc&quot; streak overhead as she exits NJ Turnpike at Exit 15E.  Obj. larger in appearance than full moon.
19950812,19950816,"Naples, FL",NA,NA,"Man witnesses peculiar, bright obj. streak horiz. from NW to SE.  Called FAA, no pilot reports.  Obj. had &quot;round, bright head.&quot;"
19950827,19950828,"Medford, OR",NA,15 sec.,"Man repts. seeing a strange, metallic obj. &quot;w/ no protuberances, but dome in center,&quot; pacing a landing C-130 aircraft.  Disappears."
